       a,       b,      w0,      w1,       x,       y,       z
       8,      24,    1173,     526,      17,      24,       6
       2,      27,    2025,     564,      23,      18,      25
       1,      10,     301,     191,      19,       5,       1
      14,      29,     701,     398,      10,      11,      11
       0,      24,    -459,     112,       0,       8,       4
      -1,       0,    -459,     194,      26,      -4,      13
       9,       8,     341,     499,      25,       6,       8
       7,      15,     321,     469,      13,      30,       0
      33,       1,    -451,     166,       2,       4,       6
      13,      19,    -383,      93,       1,     -11,      23
       3,      17,     561,     331,      15,       2,      22
       0,      14,     -67,     170,       7,       4,      11
      18,      12,    -123,     330,       7,       5,      14
     -16,      14,     493,     136,      17,      13,      22
       7,       4,    -219,     207,      15,      -2,       4
      16,       8,    -491,     188,      -1,      21,       0
      23,      19,     529,     935,      13,      31,      31
       1,      12,     165,     421,      13,       9,      30
       7,       4,    -363,     366,       6,      12,      21
       2,      13,     269,     188,      14,       2,       7
      13,       1,    -387,     786,      18,      18,      33
      16,       5,    -239,     262,      11,       2,       0
      13,       1,    -495,      35,      -9,      11,      12
      32,       5,    -199,     398,      13,       4,     -17
     -12,       5,    -359,      36,       5,       1,       7
       0,      -2,    -491,     568,       4,      28,      33
      33,      18,    -459,     312,       0,      28,       4
      -7,      15,    1041,     131,      25,       6,      12
       2,       1,    -375,     334,      21,      15,       2
       7,       5,     161,     779,      31,      24,      17
       0,       1,    -395,     -20,      16,     -18,       8
       5,      20,     421,     331,      11,      21,       0
      18,      20,     -59,     276,       5,       6,      12
       2,      17,     289,     284,      11,      14,       7
       7,      -1,    -519,     503,      15,      18,      16
      24,       2,    -307,     792,      19,      15,       9
      -9,      13,     529,     167,      19,       0,      28
       8,       9,    -423,     126,       1,      20,     -11
       7,      22,    1565,     369,      23,       7,       0
      13,     -11,    -767,      17,       7,      -2,     -12
       6,       8,      85,     384,      17,      10,      10
      12,       5,     -39,     872,      21,      31,      23
      14,      28,    4021,     978,      40,       5,      16
       5,      14,    -235,     346,       4,      27,       4
      10,      -6,    -819,     464,      15,       8,      18
      26,      19,      -3,     456,       6,      24,       3
      16,      -2,    -587,     376,      16,       0,       3
      17,       7,     241,     659,      25,       2,       8
      20,      13,       9,     654,       9,      34,      10
      13,      -1,    -539,     692,      20,      32,      -1
       3,      -5,    -639,     245,       9,      14,       3
      21,      21,    -459,     410,       0,      13,      35
      25,      28,     437,     562,       8,      21,      13
      -1,      14,    1053,     425,      27,       5,      30
      36,      10,    -339,     348,       3,      19,       4
      18,       9,     405,     924,      24,      30,       6
      13,      13,     633,     801,      21,      21,      24
      11,       2,    -371,     453,      11,      21,       7
      33,      11,     -63,     401,       9,       5,       0
       9,       8,     309,     518,      24,      11,       6
       9,      32,     -75,     147,       3,      11,      -1
       9,      18,   -1323,     -14,     -12,       3,      17
       3,       4,    -123,     423,      21,      13,      13
       9,      26,    -459,     418,       0,      17,      31
      14,      -1,    -595,     912,      34,       4,      24
      13,       5,    -239,     153,      11,       0,      -7
      11,      20,    -939,     -64,      -6,      -1,       6
      19,      14,     269,     727,      13,      21,      24
       4,      -4,    -811,     208,      22,      -2,       1
       3,       2,    -451,      81,       1,      12,      -6
      14,      20,    -459,     144,       0,       8,       8
      10,      16,      53,     242,       8,      17,      -7
      -9,       1,    -323,       4,      34,       9,       2
       2,      12,     453,     192,      19,       4,       0
      13,      16,    -459,     246,       0,      19,       7
       6,      10,    -819,     -18,      -9,      -3,      15
      13,      20,     581,     327,      13,       0,      10
       7,       4,     117,     874,      36,      31,      12
       4,      12,    -315,     126,       3,       8,       2
       8,      16,    -395,     152,       1,       5,      11
      11,      -2,    -467,      -3,       1,      -2,       0
       9,      15,     381,     498,      14,       8,      26
      10,      18,     549,     360,      14,       0,      17
      13,      16,    -651,      19,      -3,      -6,      17
       8,      -5,    -839,     382,      19,       6,       7
       2,      -7,    -851,     352,      14,      16,      10
      24,      23,      93,     470,       6,      17,      15
      -4,       6,    -435,     298,       1,      24,       7
       9,      11,     421,     438,      20,       9,       6
      22,      38,    2125,     892,      17,      16,      32
      -2,      26,    1933,     278,      23,      13,       7
       7,       0,    -459,     411,      15,      12,      12
      -8,       5,    -359,      -6,       5,      -2,       3
      14,      13,     425,     452,      17,      12,      -1
      -1,      26,     581,      90,      10,       4,       0
      10,      21,     297,     332,       9,       2,      21
      33,       6,    -531,    -101,      -3,       0,       2
      15,       8,    -331,      70,       4,     -11,      12
      31,       0,    -459,     731,      13,      17,      10
       2,       8,    -555,     206,      -3,      19,       5
       5,      12,    -363,      88,       2,      -3,      12
      -8,      14,     -11,     234,       8,       9,      20
       9,      11,    -107,     250,       8,      13,       0
      18,       6,      -3,     452,      19,      -2,       2
      10,      19,     985,     592,      19,      16,      16
      10,      13,    1413,     700,      36,      14,      -2
      17,       8,    -619,      11,      -5,      11,       2
      27,       0,    -459,      67,      -3,      -1,      22
      17,      38,     301,     469,       5,      25,      13
       4,      28,    -795,      38,      -3,       2,       6
       5,       7,    -207,     379,       9,      20,      10
       5,       7,    -487,      37,      -1,       0,       6
      22,      -3,    -567,     390,       9,      13,       1
      15,      18,     -99,     447,       5,      19,      19
      23,      26,    -459,      46,       0,      -1,       7
       5,       9,    -135,     399,       9,      30,       0
      -6,      31,     533,       6,       8,      11,     -13
      10,      14,   -1019,      36,     -10,       6,      17
       9,      24,     597,     191,      11,       5,      -3
      13,      21,     633,     367,      13,       8,       5
       3,       9,     405,     316,      24,      14,      -5
     -12,      -4,    -507,     244,       3,       3,      29
      21,      14,     493,     737,      17,      15,      16
       7,       4,    -299,     298,      10,       4,      16
       4,      26,    -147,     190,       3,      12,       5
      16,      28,    -683,     250,      -2,      11,      23
      -5,      20,    -219,     179,       3,       0,      22
       5,       0,    -459,     302,      16,       7,       7
       6,      -4,    -571,     418,       7,       7,      33
      15,      14,    -235,     122,       4,      -5,      11
      11,       6,    -459,     282,       0,      17,      14
      16,       0,    -459,     446,       9,      16,      11
       2,       7,      45,     408,      18,       8,      23
       2,      21,    -459,     274,       0,      21,       8
      18,      15,    -219,     -78,       4,     -27,      12
      13,      13,     373,     538,      16,      17,       8
      10,       3,    -159,     534,      25,       3,      13
     -15,      16,     373,     253,      13,      33,       5
      11,      11,    -151,     355,       7,      18,       7
       4,       2,    -123,     524,      42,       8,       3
       4,      31,   -1575,     358,      -9,      28,      21
       2,       0,    -459,     372,      23,      22,      -4
       9,      15,    -939,     -84,      -8,       6,      -3
      11,      33,    1785,     637,      17,      22,      16
      18,      19,    -763,    -296,      -4,     -16,      -5
       6,      10,    -379,     278,       2,       3,      28
      14,      -1,    -503,     104,      11,       2,     -17
      10,     -10,    -499,     -16,       1,       4,      -9
      -3,       5,    -139,     178,      16,       1,      15
      12,      -4,    -795,     648,      21,      23,       5
      19,      29,     933,     344,      12,      -2,       8
      18,       4,    -187,     660,      17,      26,      -1
       6,      12,    -411,     310,       1,       5,      31
      26,      12,    -411,     472,       1,      28,      20
       3,      34,   -1547,     184,      -8,      20,       7
      24,      -1,    -459,     344,       0,      28,       8
       0,      -9,    -783,     198,       9,       8,       8
       0,       1,    -459,     280,       0,      28,       0
       1,      18,    1557,     284,      28,       4,       6
      12,      19,    -839,     280,      -5,      17,      25
     -13,       1,    -395,     -48,      16,       4,       3
       6,       1,    -487,    -114,      -7,     -15,      15
       3,       6,    -339,     389,       5,      12,      28
       2,      14,     941,     522,      25,      25,       9
      10,      -2,    -483,     216,       3,       4,      16
       1,      21,     969,     167,      17,       4,       1
       2,      16,     501,      52,      15,      -2,      -6
      12,      -3,    -723,     544,      22,      -6,      26
       1,      35,    -739,     306,      -2,      16,      20
       6,      -4,    -827,     310,      23,      -3,       8
      17,       4,    -379,     325,       5,      25,      -5
      22,       6,      69,     762,      22,     -15,      37
      14,      10,     -99,     484,       9,      16,      18
      -6,       5,    -139,     190,      16,      19,       0
      -3,      13,     789,     182,      24,      11,       0
      19,      -9,   -1323,     764,      24,       6,      13
      14,      -3,    -483,     122,       2,       5,       4
      21,       6,    -771,      51,     -13,      21,      24
      12,      11,     201,     634,      15,      18,      23
       7,      15,      21,     384,       8,      16,      15
       9,      10,     341,     478,      20,       5,      16
      13,       5,      21,     782,      24,      31,       2
      18,      20,   -1659,    -172,     -15,      -2,      26
      14,      -1,    -523,     526,      16,       3,      22
      20,       6,    -531,     -38,      -3,      -8,      15
      14,       8,    -107,     342,      11,       5,       9
       0,       9,     837,     364,      36,      10,       6
     -15,      17,   -1071,     301,      -9,      14,      10
      13,      18,    2637,     709,      43,     -18,       9
       2,      22,    1917,     514,      27,      21,      11
       4,      15,    -639,      26,      -3,       4,       2
      25,      11,     421,     938,      20,      11,      26
      29,      17,    -255,     303,       3,      15,       6
       4,      14,     605,     290,      19,      -6,      20
      10,      32,    1461,     424,      15,       4,      18
      12,      13,    -303,     116,       3,      15,     -11
      15,       5,    -399,     303,       3,       4,      25
      16,      32,    2485,     908,      23,      37,       4
       9,       9,   -1071,    -221,     -17,       5,      -2
       7,      26,     165,     464,       6,      17,      27
      23,      15,    -879,     -33,      -7,      13,       5
       3,      15,     501,     164,      16,     -18,      25
       7,       6,     -99,     487,      15,      18,      14
      12,       9,    -531,     234,      -2,      15,      15
       9,       8,      53,     426,      16,       5,      17
       0,      11,     -63,     274,       9,      14,      10
      -5,      36,    1701,     163,      15,      10,       6
      -4,       4,     -27,     442,      27,      38,       1
      13,      19,     681,     567,      15,      21,       9
      28,       7,    -739,    -296,     -10,       6,      -2
     -13,      -8,    -267,     236,      -6,       9,      13
      14,      11,     113,     510,      13,      17,      10
      13,       6,      -3,     847,      19,      35,      17
      -4,      18,     261,     -20,      10,       0,      -5
       8,       5,     121,     658,      29,      14,      14
       5,      20,   -1179,      21,      -9,      12,       0
     -12,      24,   -1995,     278,     -16,      15,       4
      16,      16,     -11,     502,       7,      18,      21
      15,      29,       5,     160,       4,      -2,      12
      26,      -3,    -543,     274,       7,      -3,      10
       3,      -5,    -539,     252,       4,      16,       7
      -9,      17,    -595,      82,      -2,       2,       7
       4,      -6,    -531,     376,       3,      17,      22
      14,      20,    -379,     142,       1,      -7,      24
      14,       1,    -379,     348,      20,       2,      -9
      16,      20,     421,     548,      11,       9,      27
       4,      24,     693,     324,      12,      18,       3
      17,      -5,    -419,     168,      -2,       7,      18
      10,      -5,    -599,     396,       7,      14,      18
      13,       8,    -139,     364,      10,       3,      18
      -4,       6,    -339,     186,       5,       0,      22
      23,       6,    -267,     354,       8,       1,      14
       0,      19,    1137,     358,      21,      16,       9
      39,      18,     765,     877,      17,       4,       9
       6,      16,     181,     178,      10,      -3,      11
      23,       0,    -459,     397,       5,      14,      14
       6,       8,      85,      72,      17,      -6,      -9
       1,      21,     885,     310,      16,      15,       6
      25,      39,    -459,     434,       0,      25,      23
      19,       5,    -579,      64,      -6,      15,       8
       3,      10,    -299,     136,       4,      10,       0
       6,      -2,    -467,     168,       1,      18,      -3
      11,      25,    -359,      -7,       1,       0,      -3
       9,      28,     -11,     552,       4,      38,      14
      12,       6,    -219,     472,      10,      18,      14
       0,      17,    1037,     528,      22,      18,      27
       3,       4,    -379,     -15,       5,      -6,       0
      16,      22,    1741,     620,      25,       7,       0
      18,       7,    -179,     544,      10,      16,      18
      17,      13,     269,     426,      14,       4,       8
      11,      17,    1241,     815,      25,      19,      25
       0,      -5,    -919,     296,      23,      19,      -4
       7,      -3,    -603,     148,      12,       4,      -6
       0,       1,    -395,     370,      16,      17,      13
      20,      11,    -547,     206,      -2,       9,      21
      -9,      11,     377,     633,      19,      41,      35
      23,       0,    -459,     -68,     -12,      24,       5
      12,       7,     -39,     674,      15,      34,       8
      13,      -8,    -811,     287,      11,       3,       6
      14,       8,    -619,     -12,      -5,      -4,      16
      28,       7,    -459,     268,       0,      22,       6
       1,       1,    -479,     -15,      -5,      -2,       5
       2,      30,    1941,     272,      20,       4,       9
       5,       6,    -291,     501,       7,      28,      18
       8,       9,    -855,      66,     -11,      22,       0
      16,       7,    -459,     160,       0,      12,       5
      11,       0,    -459,     369,      15,       5,       8
       3,       0,    -459,     135,     -11,      17,       8
      22,      19,     985,     614,      19,       1,       9
       0,      15,    -459,     200,       0,       4,      20
       0,       0,    -459,     714,      41,      30,      21
      20,      14,    -179,     182,       5,       2,       4
      13,       4,    -315,     409,       9,       3,      26
      24,      22,    -371,     186,       1,      10,       7
      17,      12,     261,     305,      15,     -12,      10
      -5,       2,    -515,     123,      -7,      13,       0
      14,      13,    -511,     340,      -1,      32,       5
      16,       9,    -279,     462,       5,      36,      -1
      19,       0,    -459,    -208,     -10,       1,       4
      18,      -7,    -571,     240,       4,      20,      -7
       0,      23,    1105,     320,      17,      -7,      36
       3,       8,    -395,     152,       2,       3,      13
      -2,       7,     241,     432,      25,      26,       9
       7,      24,     -75,      48,       4,     -10,      12
       7,       2,    -315,     542,      18,      14,      21
      17,       6,    -723,    -145,     -11,      14,      -4
      13,       2,    -427,     236,       4,      16,       0
      24,      16,     565,     958,      16,      31,      21
       8,      16,     821,     446,      20,       3,      17
       8,       2,    -339,     346,      15,      20,      -8
      13,      18,      45,     193,       7,       6,       0
       0,      10,    -219,     226,       6,      19,       0
       0,      11,     333,     134,      18,       9,      -8
       0,       8,    -139,     124,      10,       0,       8
       3,      -3,    -531,     214,       6,       8,      10
      15,      14,    -179,      93,       5,      -6,       6
       0,      15,    -219,     146,       4,      13,      -1
      15,      14,    -179,     169,       5,      -4,      13
      16,      -1,    -459,     278,       0,      15,      16
       6,       3,    -387,     128,       6,       0,       7
      16,      18,     -27,     332,       6,      16,       5
      12,      22,     245,     254,       8,       3,      10
      16,      13,     477,     492,      18,      -8,      22
       7,      15,    -639,      41,      -3,      -4,      15
       4,       5,    -119,     318,      17,      -6,      26
       0,       7,     -39,     378,      15,      20,      11
      14,      -4,    -795,     454,      21,      -7,      13
       0,       6,    -459,     306,       0,      21,      12
      -6,      13,     113,     144,      11,       8,       8
       5,      15,    -579,     174,      -2,      18,       2
      18,      21,    1137,     466,      19,      -7,      10
      -1,      18,    -531,      79,      -1,      10,      -2
       4,       1,    -347,     510,      28,      15,      10
       1,      -1,    -503,     269,      11,       8,      14
       8,      10,     101,     334,      14,       9,       6
      21,      18,     333,     533,      11,       6,      22
      34,      18,     549,     646,      14,       3,       7
      -6,     -13,   -1031,     -20,      11,      -6,       5
      22,      24,    -459,     172,       0,      10,       9
       0,      -5,    -759,     290,      15,       4,      20
       7,       0,    -459,     310,      18,      14,      -8
      12,       3,    -339,     314,      10,      15,      -2
       3,       9,      81,     405,      15,      19,      10
       7,      -6,   -1035,     332,      24,       6,      -5
      31,      21,    1137,     865,      19,      -7,      29
       2,      11,      25,     224,      11,       4,      12
      10,       9,    -603,      74,      -4,       5,      11
      17,     -16,    -971,     484,       8,      26,       5
      20,      13,    -459,     344,       0,      16,      23
      33,      18,    1125,    1072,      22,       7,      18
      28,       5,     121,    1084,      29,       9,       1
      12,      -1,    -467,     192,       2,      14,       2
       7,      30,    1701,     444,      18,      21,       0
     -12,      -2,    -515,      42,       7,       6,       3
      17,       8,    -459,     244,       0,      18,       8
      21,      23,     829,     468,      14,       5,       5
      36,      13,    -199,     160,       5,       3,     -10
      15,       3,    -303,     419,      13,      17,      -3
      18,      19,      -3,     274,       6,       5,      10
      -7,       9,      81,     147,      15,       9,       9
       6,      19,    1061,     522,      20,      17,      14
      17,      -8,   -1099,     524,      20,      12,      -7
      15,       0,    -459,     771,      35,       2,       2
       1,       8,      21,     389,      15,      14,      18
      11,      17,    1173,     498,      24,      -3,      15
      12,       8,     181,     670,      20,      15,      20
      13,      14,    -291,     283,       3,       5,      22
       9,      18,    -603,     162,      -2,       4,      19
      17,       4,    -363,     142,       6,      -6,       8
      -7,       7,    -347,     304,       4,      22,      11
       7,      11,      69,     240,      12,       2,       8
      24,      23,     737,     510,      13,      12,       0
      17,      16,    -715,     174,      -4,       9,      22
      -6,      14,     549,     436,      18,      18,      32
     -17,       0,    -459,     160,       4,       6,      18
      27,      36,    -747,     186,      -2,      18,       9
       0,      18,    -675,     128,      -3,      13,       2
      18,       9,     -63,     396,      11,       6,       9
       0,      12,     165,     156,      13,      11,      -4
      16,      14,     101,     446,      10,       9,      17
       1,      25,     541,     340,      10,      15,      15
      12,      24,    -459,     232,       0,      16,       9
      19,      13,     893,     832,      26,      11,       9
       6,      16,   -1035,     222,      -9,      29,       5
      15,      14,     -11,     408,       8,      12,      15
      23,      27,    -459,     308,       0,      22,      11
      -4,      10,     261,     504,      18,      10,      46
      10,      -1,    -531,     446,      18,       7,      11
      10,      16,    -203,     214,       4,      11,       5
      -1,      10,   -1459,      69,     -25,       5,      18
      17,       7,    -263,     671,       7,      39,      15
      25,      -2,    -595,     603,      17,      -2,      12
      16,      -8,    -651,     458,       6,      27,       7
      14,      -4,    -507,      30,       3,      -3,       0
      20,      13,    -459,      -8,       0,       0,      -1
      12,      -3,    -555,     324,       8,       6,      15
     -14,       4,    -539,       0,      -5,      -4,       0
       5,      24,     981,     257,      15,       2,       9
       6,      26,    -771,     280,      -3,      14,      22
      24,      -3,    -471,      98,       1,      -6,      16
       6,       4,    -267,      76,      12,     -10,       4
      10,      16,    -651,     366,      -3,       7,      43
      21,      12,     309,     652,      16,      10,      15
       9,      16,    -779,     149,      -5,       4,      23
       8,       7,      17,     358,      17,       4,      10
       1,      16,     437,      88,      14,      -5,       5
      22,     -16,    -395,      82,      -1,       7,       5
       3,      10,     141,     299,      15,       6,      13
      13,      -6,    -771,     479,      13,      12,      14
      33,      -2,    -379,    -200,     -10,       3,      20
      -7,      -7,    -403,      80,      -2,      11,      -4
      14,       0,    -459,     460,       9,      16,      15
      11,       9,     117,     652,      16,      18,      25
       9,      16,     373,     661,      13,      29,      22
      18,      10,     221,     388,      17,      -6,       5
       7,       1,    -375,     591,      21,      19,      16
       9,      31,    -955,     174,      -4,      17,       8
     -15,      13,     -95,     -11,       7,       2,       4
      27,       5,    -519,     211,      -3,      15,      20
      16,       1,    -423,     408,       9,      13,      10
     -12,     -24,   -1131,     406,       7,      36,      11
      10,      21,    -795,     164,      -4,      22,       1
       9,      -1,    -487,     291,       7,       9,      12
      12,      17,     -51,     258,       6,       3,      15
      22,       3,    -387,     236,       6,       6,       1
     -15,     -10,    -939,      82,      12,      11,      10
       7,      -1,    -423,     -29,      -9,       8,       1
      14,      11,   -1119,    -112,     -15,      10,      11
      -4,      19,    -535,     348,      -1,      19,      20
      12,       4,    -315,     380,       9,      25,      -4
      18,      34,    -459,     250,       0,      13,      15
       7,       6,    -291,     169,       7,      -1,      11
       8,      10,    -699,     344,      -6,      34,      11
       8,       6,    -267,     414,       8,      15,      19
      31,      20,     501,     608,      12,       6,      13
       3,      20,     421,     173,      11,      -3,      13
      24,      10,    -219,     188,       6,      -4,       6
       6,       6,    -267,     220,       8,      14,      -2
      -6,       4,    -427,     362,       2,      33,       4
      13,      -7,    -823,     357,      13,      15,      -5
      16,      13,     321,     540,      15,      13,      10
      13,      20,    -219,      61,       3,       6,      -7
      23,      32,    -843,      13,      -3,       6,       5
       0,       6,      21,     298,      20,       5,      16
      19,       1,    -467,     108,      -2,      15,       1
      11,      21,      45,     330,       6,       6,      21
       0,      10,    -459,    -120,       0,     -12,       0
       8,      11,    -459,       4,       0,      -6,       8
       4,      25,      41,     396,       5,      25,      12
      12,       2,    -499,      98,      -5,      18,       1
       6,      15,    -219,     246,       4,       3,      21
      15,       5,       1,     945,      23,      23,      29
      14,      11,    -459,      88,       0,       0,      11
       7,      14,      45,     241,       9,       2,      13
      18,       4,    -587,     192,      -8,      12,      33
      -3,       9,    -207,     235,       7,      -1,      28
      10,      10,     101,     248,      14,       4,      -2
       4,       9,    -495,      70,      -1,       0,      10
      -2,      30,    1461,     184,      16,       4,      10
      15,      18,     621,     723,      15,      32,      11
      25,      16,    -587,     260,      -2,      17,      19
      -1,       8,    -363,     411,       3,      22,      22
     -11,      22,    -987,     278,      -6,      12,      16
      10,      18,    -819,     128,      -5,      12,      11
      12,       5,    -499,     184,      -2,       6,      20
      20,      16,     309,     446,      12,      15,      -2
       8,      -2,    -507,     314,       6,      -1,      30
       1,      15,     201,     221,      11,      20,      -7
       3,      37,     873,     311,       9,      11,      15
      -5,      12,      21,      54,      10,       2,       3
      -5,       6,    -363,      20,       4,      -4,       7
      21,      13,     477,     606,      18,      12,       0
     -25,      18,     621,    -285,      15,      -4,       5
       9,      -3,    -675,     378,      18,      10,       1
      -2,      15,    -279,     168,       3,       2,      17
      33,     -11,    -943,     553,      11,      10,       3
      24,       6,      21,     800,      20,      20,       0
      18,       7,    -767,      66,     -11,      33,       0
      -6,      -4,    -651,     150,      12,      27,     -15
      16,      13,     269,     526,      14,      13,      11
      12,     -25,   -1059,     232,       6,       6,       8
      21,       4,    -299,     614,      10,      24,      13
       6,       7,     269,     602,      26,      17,      15
       6,      -4,    -667,     450,      13,      23,       8
       8,      11,    -371,     252,       2,       4,      23
       5,       3,    -255,     401,      17,      19,       3
       6,      12,    1509,     740,      41,       8,      21
       2,       0,    -459,     426,      12,      17,      20
       0,       8,    -235,     292,       7,      17,      10
       0,      18,     -99,    -178,       5,      -8,     -16
      12,       6,     -99,     450,      15,      10,      10
      -2,      10,     381,     554,      21,      23,      30
      31,       2,    -475,     310,      -2,      40,      -2
      21,      -5,    -539,     470,       4,      25,      14
      14,       2,    -459,     260,       0,       2,      30
       6,       9,     117,     296,      16,       4,       8
      23,      10,      21,     312,      12,       6,     -12
       4,      15,    -219,     164,       4,       6,       8
      23,      17,    -731,     198,      -4,      17,      18
      19,       0,    -459,     -82,       0,      -1,      -9
      12,      12,    -171,     282,       6,      23,      -7
      36,      31,   -1327,     -32,      -7,      11,      19
     -16,      26,     685,      14,      11,       6,       8
       7,       1,    -407,     445,      13,      10,      22
      19,       4,    -379,     213,       5,      12,      -4
      22,      13,    -927,    -112,      -9,       2,      15
       0,      -3,    -603,     240,      12,       4,      16
      28,       6,    -459,     -62,       0,      -7,       1
       6,      17,     289,     308,      11,       4,      17
      17,       8,     213,     837,      21,      21,      18
       9,       0,    -459,     545,      19,      10,      20
      11,     -11,   -1251,     458,      18,       0,      19
      -6,      24,   -1131,      56,      -7,       0,       7
       3,      24,     789,     309,      13,       8,      14
      14,     -13,    -511,     258,       1,      15,      11
      11,      21,    1557,     560,      24,       0,      19
      24,      13,     425,     670,      17,      12,       5
      17,     -14,   -1411,     603,      17,      10,      14
      22,      11,    -899,    -176,     -10,       0,      13
      -4,       6,     -75,     400,      16,      28,      11
      -2,      19,     377,      30,      11,       1,      -3
      26,      18,    -387,     334,       1,      31,      -1
      26,      14,     -11,     570,       8,      17,      18
       3,       7,    -431,     125,       1,       6,       7
      27,       0,    -459,     493,       7,      19,       9
       4,      12,     405,     736,      18,      34,      27
      -4,       2,    -475,     468,      -2,      36,      14
       1,       5,    -219,     336,      12,      18,       9
      18,      -3,    -591,     434,      11,      17,       0
      19,      -3,    -555,     456,       8,      16,      12
      31,      14,     661,     812,      20,       8,      -1
      13,      18,    -675,     167,      -3,      12,      13
      20,      20,    -299,     322,       2,       7,      25
       1,      17,    -391,     207,       1,      24,      -5
      -7,      12,     405,     518,      18,      32,      27
       9,      14,     493,     265,      17,      -3,       5
      -2,      23,    -735,     218,      -3,      15,      10
      20,      22,     597,     604,      12,       2,      34
      10,      20,    1701,     456,      27,       4,      -2
      12,      -4,    -603,     392,       9,       3,      25
       7,      -6,    -603,     128,       6,       1,       5
      15,       1,    -499,    -148,     -10,      -9,      19
      -6,      12,    -171,     448,       6,      24,      26
       3,       8,    -107,     391,      11,      18,      14
       1,      22,     597,     322,      12,      15,      11
      10,      -1,    -507,     496,      12,      12,      23
       0,       9,      45,     396,      14,      20,      14
       8,      15,    -519,     262,      -1,       6,      27
      13,       7,    -459,     146,       0,      13,       2
      -5,      15,    -159,      61,       5,       0,       7
       9,      -3,    -555,     284,       8,      18,      -2
      17,       6,     -75,     674,      16,      21,      12
      15,       5,       1,     617,      23,      11,       3
      14,      21,    -459,     136,       0,       0,      17
      -2,      -2,    -451,     138,      -1,       7,       9
      16,      10,     -19,     382,      11,       6,      10
      -5,      -8,   -1035,     472,      18,      23,      28
       6,       8,    -267,     116,       6,      -2,       8
       0,      17,     221,     528,      10,      34,      16
      31,       8,    -427,     357,       1,      24,      10
      38,       3,    -339,     592,      10,       0,      19
      23,      17,     561,     621,      15,      13,       7
       4,      20,     581,     390,      13,      18,      10
      10,      10,    -179,      -2,       7,     -17,       7
      26,       3,     -63,    1364,      33,      18,      16
      20,       7,    -375,     330,       3,      18,       9
      16,       2,    -379,     520,      10,      14,      20
      28,       6,    -195,     230,      11,       0,     -18
       0,      11,     201,     350,      15,      18,      10
      11,      -1,    -507,     582,      12,      17,      26
      13,      17,     561,     681,      15,      18,      27
      19,       4,     -59,     877,      25,       6,      24
      11,      36,   -1611,     -30,      -8,       1,      12
      15,      17,    -187,     262,       4,       5,      16
      -8,     -10,    -139,     208,      -8,       8,      14
      -2,      30,     501,     314,       8,      25,       4
      14,      36,    -603,     286,      -1,      25,       7
      11,       7,     213,     592,      24,       8,      13
      19,      23,    1197,     584,      18,      11,       3
       5,      12,    -987,      65,     -11,      13,       7
       9,      -5,    -679,     245,      11,      -4,      15
       0,       6,    -411,     180,       2,       4,      16
       8,       7,      73,     474,      19,      -4,      31
      -5,     -13,    -875,      96,       8,       0,      11
      10,      26,     789,     390,      12,      15,       6
      20,      -1,    -459,     250,       0,      17,      10
      25,      10,     -59,     436,      10,       7,       7
      10,      21,   -1047,       0,      -7,       0,      14
      14,      19,     -79,      68,       5,       0,      -4
       3,      16,    1525,     505,      31,      21,       2
      18,     -10,    -699,     440,       6,      12,      22
      23,       9,     -99,     476,      10,       5,      17
      18,      17,     629,     576,      16,      12,       9
      -7,      11,     113,     259,      13,      20,       9
       1,       3,    -375,     325,       7,       6,      27
      18,       1,    -435,     246,       6,      11,      -1
      27,      38,    1061,     512,      10,      19,      -1
      22,      19,    -231,     232,       3,      22,      -9
     -11,      11,      25,     241,      11,      12,      22
      23,      -3,    -495,     493,       3,      27,      17
       0,       6,      93,     146,      23,      -4,       6
      -6,      24,     -75,     200,       4,      12,      10
      15,       7,    -711,      77,      -9,      17,      12
      18,      12,     309,     636,      16,      10,      19
       4,      -1,    -515,     438,      14,      25,       6
      22,       8,    -331,     412,       4,      14,      20
       7,      14,   -1299,     103,     -15,      37,      -9
      18,       7,    -263,     368,       7,       4,      20
      23,      -7,    -683,     638,       8,      19,      27
       3,      -2,    -563,      55,      13,       1,      -9
      14,      -7,    -963,     430,      18,       7,       0
      -4,      -3,    -735,     394,      23,      26,      11
      19,       2,    -363,     478,      12,      13,       6
      10,      17,     629,     458,      16,      17,       4
      27,       6,    -507,     110,      -2,      12,       7
      23,      11,     -19,     448,      10,      19,      -4
      27,      17,     289,     613,      11,      17,      10
      -5,       1,    -459,     218,       0,       1,      26
      11,       0,    -459,     -61,      -5,       4,      -2
      31,      22,     509,     565,      11,       3,      16
      14,      29,    1281,     582,      15,      21,       9
       0,       1,    -351,     392,      27,       7,      20
      14,      12,     309,     438,      16,       7,       6
      21,      17,     221,     564,      10,      11,      23
       0,      13,     425,     220,      17,      -5,      21
       3,       4,    -267,     260,      12,      12,       4
     -26,      27,    2349,    -316,      26,      10,      13
      11,      14,      45,     225,       9,       0,       9
      17,      25,    1741,     822,      22,      10,      27
      13,       4,     -43,     744,      26,      25,       0
       3,      11,     421,     518,      20,      21,      16
      10,       8,     181,     494,      20,      11,       8
      17,       4,    -395,     454,       4,      13,      29
       1,      18,     405,      92,      12,       0,       1
       7,      20,    -459,     374,       0,      15,      28
      -2,      11,    -591,     188,      -3,      16,       5
      -6,       8,    -139,     100,      10,      10,       0
      14,      -6,   -1107,     790,      27,       5,      25
      -2,      -2,    -523,     -44,       8,       6,     -17
